service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
V2501-_GT2LMJV-L-Ma-J-V-03-0000100-3143,0,0,0,0,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3138,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3117,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3120,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3144,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3093,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3129,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3122,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3092,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3131,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3106,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3133,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3090,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3097,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3095,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3111,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3115,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3141,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3121,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3102,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3101,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3124,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3096,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3109,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3100,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3091,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-1101100-3107,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3113,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3108,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2LMJV-L-Ma-J-V-03-3125,1,1,0,1,1,0,0,20260322,20260403
