service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
A2501-_GT1 Me-Mercredi-02-2115,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2115,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-0010000-2106,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2106,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-0010000-2018,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2018,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2132,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2132,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-0100000-2003,0,1,0,0,0,0,0,20260420,20260703
A2501-_GT1 LVV-Semaine-01-0100000-2003,0,1,0,0,0,0,0,20260407,20260417
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2095,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2095,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2089,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2089,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1 Me-Mercredi-02-2098,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2098,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2123,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2123,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-2117,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-0010000-2117,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2033,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2033,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1 Me-Mercredi-02-2022,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2022,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-0010000-2087,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2087,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2128,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-0010000-2128,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1 Me-Mercredi-02-0010000-2111,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2111,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-0010000-2029,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2029,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2102,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-0010000-2102,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1 Me-Mercredi-02-2118,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2118,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2122,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2122,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-0010000-2097,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2097,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-2109,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2109,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2119,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2119,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1 Me-Mercredi-02-0010000-2096,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2096,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2103,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2103,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2100,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2085,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2085,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-0000100-2114,0,0,0,0,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-1000000-2114,1,0,0,0,0,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-0010000-2124,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2124,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2125,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2125,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-01-2081,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2099,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1LMJV-L-Ma-J-V-02-1101100-2101,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2101,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-02-2104,1,1,0,1,1,0,0,20260420,20260703
A2501-_GT1 Me-Mercredi-02-2104,0,0,1,0,0,0,0,20260422,20260701
A2501-_GT1LMJV-L-Ma-J-V-01-2001,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2001,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 DF-Dimanche-01-2001,0,0,0,0,0,0,1,20260322,20260419
A2501-_GT1 SA-Samedi-01-2001,0,0,0,0,0,1,0,20260322,20260418
A2501-_GT1 Me-Mercredi-01-2004,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-2004,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 DF-Dimanche-01-2004,0,0,0,0,0,0,1,20260322,20260419
A2501-_GT1 SA-Samedi-01-2004,0,0,0,0,0,1,0,20260322,20260418
A2501-_GT1LMJV-L-Ma-J-V-01-2081,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 SA-Samedi-01-2081,0,0,0,0,0,1,0,20260322,20260418
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2133,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2133,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 DF-Dimanche-01-2002,0,0,0,0,0,0,1,20260322,20260419
A2501-_GT1LMJV-L-Ma-J-V-01-2002,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2002,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 SA-Samedi-01-2002,0,0,0,0,0,1,0,20260322,20260418
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2107,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2107,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 Me-Mercredi-01-0010000-2112,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1101000-2112,1,1,0,1,0,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-0101100-2112,0,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2112,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2080,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 SA-Samedi-01-2080,0,0,0,0,0,1,0,20260322,20260418
A2501-_GT1LMJV-L-Ma-J-V-01-2080,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 DF-Dimanche-01-2080,0,0,0,0,0,0,1,20260322,20260419
A2501-_GT1LMJV-L-Ma-J-V-01-2034,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2034,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2086,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-0010000-2086,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 Me-Mercredi-01-0010000-2126,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2126,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2120,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2120,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 Me-Mercredi-01-0010000-2127,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2127,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-2084,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-0010000-2084,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2113,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2113,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1000000-2113,1,0,0,0,0,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2031,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2031,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 Me-Mercredi-01-0010000-2093,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-2093,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-2116,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2116,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2083,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-0010000-2083,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 Me-Mercredi-01-2092,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2092,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2130,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2130,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 Me-Mercredi-01-0010000-2131,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2131,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-2006,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-1000000-2006,1,0,0,0,0,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2006,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-0000100-2006,0,0,0,0,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-0010000-2091,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2091,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2028,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2028,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-0010000-2030,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1100100-2030,1,1,0,0,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-1101000-2030,1,1,0,1,0,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-0000100-2030,0,0,0,0,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2030,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-0001000-2030,0,0,0,1,0,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2090,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-0010000-2090,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 Me-Mercredi-01-2023,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2023,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-2094,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2094,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2105,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2105,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-2129,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2129,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 Me-Mercredi-01-0010000-2108,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-2108,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2110,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2110,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-2088,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-0010000-2088,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 Me-Mercredi-01-2115,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-2115,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2106,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-0010000-2106,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 Me-Mercredi-01-2018,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-2018,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2132,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-0010000-2132,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-0100000-2003,0,1,0,0,0,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2095,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2095,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 Me-Mercredi-01-2089,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-2089,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-2098,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2098,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 Me-Mercredi-01-0010000-2123,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-2123,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2117,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-2117,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-2033,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2033,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-2022,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2022,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 Me-Mercredi-01-2121,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-2121,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2087,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2087,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 Me-Mercredi-01-0010000-2128,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-2128,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-2111,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-0010000-2111,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2029,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-0010000-2029,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 Me-Mercredi-01-0010000-2102,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2102,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-2118,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2118,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 Me-Mercredi-01-0010000-2122,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-2122,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2097,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-2097,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2109,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2109,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2119,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2119,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 Me-Mercredi-01-2096,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-2096,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2103,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-2103,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-0010000-2100,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2100,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2085,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-0010000-2085,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1000000-2114,1,0,0,0,0,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-0000100-2114,0,0,0,0,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2124,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-0010000-2124,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1 Me-Mercredi-01-0010000-2125,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2125,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2099,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-2101,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-2101,1,1,0,1,1,0,0,20260322,20260403
A2501-_GT1 Me-Mercredi-01-0010000-2104,0,0,1,0,0,0,0,20260322,20260401
A2501-_GT1LMJV-L-Ma-J-V-01-1101100-2104,1,1,0,1,1,0,0,20260322,20260403
V2501-_GT2DF-Dimanche-02-3085,0,0,0,0,0,0,1,20260322,20260419
V2501-_GT2LMJV-L-Ma-J-V-04-3085,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2SA-Samedi-05-3085,0,0,0,0,0,1,0,20260502,20260822
V2501-_GT2DF-Dimanche-05-3085,0,0,0,0,0,0,1,20260501,20260823
V2501-_GT2LMJV-L-Ma-J-V-04-3083,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-3083,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2DF-Dimanche-05-3083,0,0,0,0,0,0,1,20260501,20260823
V2501-_GT2Me-Mercredi-05-3083,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-03-3083,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LVV-Semaine-02-3083,1,1,1,1,1,0,0,20260407,20260417
V2501-_GT2SA-Samedi-05-3083,0,0,0,0,0,1,0,20260502,20260822
V2501-_GT2DF-Dimanche-02-3083,0,0,0,0,0,0,1,20260322,20260419
V2501-_GT2DF-Dimanche-05-3086,0,0,0,0,0,0,1,20260501,20260823
V2501-_GT2DF-Dimanche-02-3086,0,0,0,0,0,0,1,20260322,20260419
V2501-_GT2LMJV-L-Ma-J-V-05-3086,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-05-3086,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LVV-Semaine-02-3086,1,1,1,1,1,0,0,20260407,20260417
V2501-_GT2SA-Samedi-05-3086,0,0,0,0,0,1,0,20260502,20260822
V2501-_GT2Me-Mercredi-03-3086,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-3086,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-03-3084,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-3087,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-3087,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-03-3087,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-05-3087,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3137,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3137,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-03-0010000-3137,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-0010000-3137,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-03-3085,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-05-3085,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-05-3085,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LVV-Semaine-02-3085,1,1,1,1,1,0,0,20260407,20260417
V2501-_GT2Me-Mercredi-05-3084,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-03-0010000-3013,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3013,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-3013,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-05-3013,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-04-3104,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-03-0010000-3104,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-3104,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-05-3104,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LVV-Semaine-02-3087,1,1,1,1,1,0,0,20260407,20260417
V2501-_GT2LMJV-L-Ma-J-V-05-3084,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LVV-Semaine-02-3084,1,1,1,1,1,0,0,20260407,20260417
V2501-_GT2LMJV-L-Ma-J-V-04-3084,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2DF-Dimanche-02-3084,0,0,0,0,0,0,1,20260322,20260419
V2501-_GT2DF-Dimanche-05-3084,0,0,0,0,0,0,1,20260501,20260823
V2501-_GT2SA-Samedi-05-3084,0,0,0,0,0,1,0,20260502,20260822
V2501-_GT2Me-Mercredi-03-3123,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2LMJV-L-Ma-J-V-05-1101100-3123,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3123,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-05-0010000-3123,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2Me-Mercredi-05-3081,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2SA-Samedi-05-3081,0,0,0,0,0,1,0,20260502,20260822
V2501-_GT2LVV-Semaine-02-3081,1,1,1,1,1,0,0,20260407,20260417
V2501-_GT2Me-Mercredi-03-3081,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2DF-Dimanche-02-3081,0,0,0,0,0,0,1,20260322,20260419
V2501-_GT2LMJV-L-Ma-J-V-05-3081,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2LMJV-L-Ma-J-V-04-3081,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2DF-Dimanche-05-3081,0,0,0,0,0,0,1,20260501,20260823
V2501-_GT2LMJV-L-Ma-J-V-04-1101100-3136,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2LMJV-L-Ma-J-V-05-3136,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-03-3136,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2Me-Mercredi-05-0010000-3136,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LMJV-L-Ma-J-V-05-3082,1,1,0,1,1,0,0,20260430,20260703
V2501-_GT2Me-Mercredi-05-3082,0,0,1,0,0,0,0,20260429,20260701
V2501-_GT2LVV-Semaine-02-3082,1,1,1,1,1,0,0,20260407,20260417
V2501-_GT2DF-Dimanche-02-3082,0,0,0,0,0,0,1,20260322,20260419
V2501-_GT2LMJV-L-Ma-J-V-04-3082,1,1,0,1,1,0,0,20260420,20260428
V2501-_GT2Me-Mercredi-03-3082,0,0,1,0,0,0,0,20260325,20260401
V2501-_GT2SA-Samedi-05-3082,0,0,0,0,0,1,0,20260502,20260822
V2501-_GT2DF-Dimanche-05-3082,0,0,0,0,0,0,1,20260501,20260823
V2501-_GT2Me-Mercredi-03-0010000-3126,0,0,1,0,0,0,0,20260325,20260401
