route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
5049,1,JD338,CERCIE - BELLEVILLE,,713,17297B,EDD100
5038,1,JD302,SAINT-CLEMENT-DE-VERS - DEUX-GROSNES,,713,17297B,EDD100
5031,1,JD366,LES ARDILLATS - BEAUJEU,,713,17297B,EDD100
5019,1,JD367,LES ARDILLATS - BEAUJEU,,713,17297B,EDD100
5058,1,JD371,BELLEVILLE - CHARENTAY,,713,17297B,EDD100
5059,1,JD372,BELLEVILLE - VILLIE-MORGON,,713,17297B,EDD100
5034,1,JD373,MARCHAMPT - REGNIE-DURETTE,,713,17297B,EDD100
5015,1,JD393,Beaujeu- St-Didier-Sur-Chalaronne,,713,17297B,EDD100
5042,1,JD394,BELLEVILLE- SAINT-DIDIER-SUR-CHALARONNE,,713,17297B,EDD100
5043,1,JD395,BELLEVILLE- SAINT-DIDIER-SUR-CHALARONNE,,713,17297B,EDD100
5130,1,JD436,VILLEFRANCHE/ANSE - ANSE,,713,17297B,EDD100
5086,1,JD437,QUINCIEUX - ANSE,,713,17297B,EDD100
5066,1,JD438,LUCENAY - ANSE,,713,17297B,EDD100
5088,1,JD439,VILLEFRANCHE - ANSE,,713,17297B,EDD100
5089,1,JD441,TERNAND -VAL D'OINGT,,713,17297B,EDD100
5075,1,JD442,LE BREUIL - VAL-D'OINGT,,713,17297B,EDD100
5096,1,JD443,ST-VERAND - VAL-D'OINGT,,713,17297B,EDD100
5081,1,JD446,LAMURE-SUR-AZERGUES - VAL-D'OINGT,,713,17297B,EDD100
5094,1,JD469,CHAMELET - GLEIZE,,713,17297B,EDD100
5100,1,JD470,VILLE-SUR-JARNIOUX - GLEIZE,,713,17297B,EDD100
5113,1,JD479,TARARE - GLEIZE,,713,17297B,EDD100
5101,1,JD480,ST-ETIENNE-LA-VARENNE - VILLEFRANCHE,,713,17297B,EDD100
5120,1,JD607,FLEURIEUX - CHATILLON,,713,17297B,EDD100
5106,1,JD615,POMMIERS - CIVRIEUX-D'AZERGUES,,713,17297B,EDD100
5044,1,JD306,DEUX-GROSNES TRADES - DEUX-GROSNES MONSOLS,,713,17297B,EDD100
5027,1,JD311,JULLIE - VILLIE-MORGON,,713,17297B,EDD100
5053,1,JD316,CERCIE - VILLIE-MORGON,,713,17297B,EDD100
5039,1,JD321,ODENAS - BELLEVILLE,,713,17297B,EDD100
5020,1,JD323,CHENELETTE - BELLEVILLE,,713,17297B,EDD100
5040,1,JD327,CHARENTAY - BELLEVILLE,,713,17297B,EDD100
5022,1,JD328,TAPONAS - BELLEVILLE,,713,17297B,EDD100
5023,1,JD329,DRACE - BELLEVILLE,,713,17297B,EDD100
5041,1,JD331,SAINT-ETIENNE-DES-OULLIERES - BELLEVILLE,,713,17297B,EDD100
5064,1,JD334,VILLEFRANCHE - BELLEVILLE,,713,17297B,EDD100
5046,1,JD336,LE PERREON - BELLEVILLE,,713,17297B,EDD100
5048,1,JD337,VAUXRENARD - BELLEVILLE,,713,17297B,EDD100
5032,1,JD368,ODENAS - BEAUJEU,,713,17297B,EDD100
5033,1,JD369,CERCIE - BEAUJEU,,713,17297B,EDD100
5011,1,JD381,AIGUEPERSE - AIGUEPERSE,,713,17297B,EDD100
5012,1,JD382,DEUX-GROSNES AVENAS - DEUX-GROSNES OUROUX,,713,17297B,EDD100
5060,1,JD383,CENVES - SERRIERES,,713,17297B,EDD100
5050,1,JD385,VAUXRENARD - EMERINGES - VAUXRENARD,,713,17297B,EDD100
5057,1,JD387,SAINT-CLEMENT-DE-VERS - PROPIERES,,713,17297B,EDD100
5036,1,JD388,SAINT-BONNET-DES-BRUYERES,,713,17297B,EDD100
5017,1,JD389,SERRIERES - CENVES - SERRIERES,,713,17297B,EDD100
5024,1,JD391,DRACE - THOISSEY,,713,17297B,EDD100
5030,1,JD392,JULIENAS - SAINT-DIDIER-SUR-CHALARONNE,,713,17297B,EDD100
5128,1,JD434,POMMIERS - ANSE,,713,17297B,EDD100
5129,1,JD435,THEIZE - ANSE,,713,17297B,EDD100
5070,1,JD444,ANSE - VAL-D'OINGT,,713,17297B,EDD100
5099,1,JD447,VILLE-SUR-JARNIOUX - VAL D'OINGT,,713,17297B,EDD100
5095,1,JD448,LETRA - VAL D'OINGT,,713,17297B,EDD100
5126,1,JD461,LOZANNE/MARCY - GLEIZE,,713,17297B,EDD100
5127,1,JD462,THEIZE - GLEIZE,,713,17297B,EDD100
5097,1,JD464,ST-VERAND - GLEIZE,,713,17297B,EDD100
5117,1,JD465,VILLEFRANCHE - LIMAS,,713,17297B,EDD100
5118,1,JD466,CLAVEISOLLES - VILLEFRANCHE,,713,17297B,EDD100
5131,1,JD467,ST-JEAN-DES-VIGNES - GLEIZE,,713,17297B,EDD100
5077,1,JD471,FLEURIE - VILLEFRANCHE,,713,17297B,EDD100
5063,1,JD473,GLEIZE - DARDILLY,,713,17297B,EDD100
5055,1,JD474,LANCIE - VILLEFRANCHE,,713,17297B,EDD100
5065,1,JD476,DRACE - VILLEFRANCHE,,713,17297B,EDD100
5112,1,JD477,CHATILLON-D'AZERGUES - GLEIZE,,713,17297B,EDD100
5087,1,JD478,LES CHERES - GLEIZE,,713,17297B,EDD100
5111,1,JD483,P.P DOREES - LIMAS,,713,17297B,EDD100
5072,1,JD490,SAINT-GEORGES-DE-RENEINS,,713,17297B,EDD100
5090,1,JD492,ST-ETIENNE-LA-VARENNE - ST-GEORGES-DE-RENEINS,,713,17297B,EDD100
5074,1,JD498,CHENELETTE - ST-GEORGES-DE-RENEINS,,713,17297B,EDD100
5091,1,JD499,ST-ETIENNE-DES-OULLIERES - ST-GEORGES-DE-RENEINS,,713,17297B,EDD100
5123,1,JD600,LOZANNE - CHATILLON,,713,17297B,EDD100
5124,1,JD601,LOZANNE - CHATILLON,,713,17297B,EDD100
5125,1,JD602,LOZANNE - CHATILLON,,713,17297B,EDD100
5073,1,JD603,BAGNOLS - CHATILLON-D'AZERGUES,,713,17297B,EDD100
5080,1,JD604,FRONTENAS - CHATILLON-D'AZERGUES,,713,17297B,EDD100
5092,1,JD605,SAINT-GERMAIN - CHATILLON-D'AZERGUES,,713,17297B,EDD100
5119,1,JD606,FLEURIEUX - CHATILLON,,713,17297B,EDD100
5121,1,JD608,FRONTENAS - CHATILLON,,713,17297B,EDD100
5122,1,JD609,CHARNAY - CHATILLON,,713,17297B,EDD100
5084,1,JD610,NUELLES - CHATILLON-D'AZERGUES,,713,17297B,EDD100
5104,1,JD616,DOMMARTIN - CIVRIEUX-D'AZERGUES,,713,17297B,EDD100
5105,1,JD617,LES CHERES - CIVRIEUX-D'AZERGUES,,713,17297B,EDD100
5068,1,JD618,VILLEFRANCHE - CIVRIEUX D'AZERGUES,,713,17297B,EDD100
5069,1,JD620,CIVRIEUX-D'AZERGUES - CHAZAY-D'AZERGUES,,713,17297B,EDD100
5109,1,JD621,LES CHERES - CHAZAY-D'AZERGUES,,713,17297B,EDD100
5067,1,JD622,LUCENAY - CHAZAY-D'AZERGUES,,713,17297B,EDD100
5108,1,JD623,CHASSELAY - CHAZAY-D'AZERGUES,,713,17297B,EDD100
5107,1,JD624,QUINCIEUX - CHAZAY-D'AZERGUES,,713,17297B,EDD100
5114,1,JD839,CHASSELAY - CHAMPAGNE-AU-MONT-D'OR,,713,17297B,EDD100
5136,1,JD848,VILLEFRANCHE-SUR-SAONE - LYON,,713,17297B,EDD100
5137,1,JD849,CHATILLON - LYON,,713,17297B,EDD100
5102,1,JD864,ANSE - NEUVILLE-SUR-SAONE,,713,17297B,EDD100
5103,1,JD865,LES CHERES - NEUVILLE-SUR-SAONE,,713,17297B,EDD100
5071,1,JD899,ANSE - TREVOUX,,713,17297B,EDD100
6031,1,JD450,Les Charmes - Villefranche Gare Routière,,713,17297B,EDD100
6032,1,JD451,Croix Lapalu - Collège Maurice Utrillo,,713,17297B,EDD100
6033,1,JD452,Le Creux - Collège Maurice Utrillo,,713,17297B,EDD100
6034,1,JD453,Vaux-En-Beaujolais Le Bourg - Collège Maurice Utrillo,,713,17297B,EDD100
6035,1,JD454,Le Perréon Le Bourg - Villefranche Gare,,713,17297B,EDD100
6036,1,JD455,Chamfray - Villefranche Gare Routière,,713,17297B,EDD100
6037,1,JD456,Alouettes la Barre - Collège Maurice Utrillo,,713,17297B,EDD100
6038,1,JD457,La Rippe - Lycée Louis Armand,,713,17297B,EDD100
6039,1,JD458,Cariattes - Lycée Louis Armand,,713,17297B,EDD100
6040,1,JD459,Béligny Eglise - Collège Jean Moulin,,713,17297B,EDD100
6041,1,JD481,Les Rousses - Collège Maurice Utrillo,,713,17297B,EDD100
6042,1,JD489,Croix Collier - Le Perréon Le Bourg,,713,17297B,EDD100
6043,1,JD491,Villefranche Gare Routière - Collège Bois Franc,,713,17297B,EDD100
6044,1,JD493,Le Perréon Le Bourg - Collège Bois Franc,,713,17297B,EDD100
6045,1,JD494,Le Perréon Le Bourg - Collège Bois Franc,,713,17297B,EDD100
6046,1,JD495,Saint-Julien Bussy - Collège Bois Franc,,713,17297B,EDD100
6047,1,JD496,Chamfray - Collège Bois Franc,,713,17297B,EDD100
6048,1,JD497,Vaux-en-Beaujolais Le Bourg - Collège Bois Franc,,713,17297B,EDD100
5025,1,JD315,CORCELLES-EN-BEAUJOLAIS - VILLIE-MORGON,,713,17297B,EDD100
BRF2,1,BRF2,Bus relais F2 Fourvière,PRF,714,FFFF00,
BRT4,1,BRT4,Bus relais tramway T4,PRT,714,3600A0,
JD131,1,JD131,Bon Secours - Charles De Foulcauld - Pierre Termier,,713,17297B,EDD100
T6,1,T6,Debourg - La Doua,REG,0,F191A3,000000
TB12,1,TB12,Gare Part-Dieu Vivier Merle - Kimmerling-Genêts,REG,702,80682E,FFFFFF
4130,1,203,Centre Medical - Gorge-de-Loup,,3,F59C00,000000
5002,1,204,Villefranche-Sur-Saône - Lyon,,3,2699D6,000000
T2,1,T2,Montrochet - Saint Priest Bel Air,,0,8C368C,FFFFFF
T3,1,T3,Gare Part-Dieu Villette - Meyzieu les Panettes,,0,8C368C,FFFFFF
T5,1,T5,Grange Blanche - Eurexpo,,0,8C368C,FFFFFF
T7,1,T7,Vaulx-en-Velin La Soie - Décines - OL Vallée,,0,8C368C,FFFFFF
